Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
44601366,Race for Profit: How Banks and the Real Estate Industry Undermined Black Homeownership,Keeanga-Yamahtta Taylor,"Taylor, Keeanga-Yamahtta",,"=""1469653664""","=""9781469653662""",0,4.26,University of North Carolina Press,Hardcover,368,2019,2019,,2021/08/04,"to-read, ab-current-tbr","to-read (#1098), ab-current-tbr (#306)",to-read,,,,0,,,0,,,,,
19500064,The Woman Who Would Be King: Hatshepsut's Rise to Power in Ancient Egypt,Kara Cooney,"Cooney, Kara",,"=""0307956768""","=""9780307956767""",0,3.59,Crown Publishing,Hardcover,298,2014,2014,,2021/08/03,"to-read, ab-current-tbr","to-read (#1096), ab-current-tbr (#305)",to-read,,,,0,,,0,,,,,
39704874,Mating in Captivity: Unlocking Erotic Intelligence,Esther Perel,"Perel, Esther",,"=""""","=""""",0,4.16,HarperCollins e-books,Kindle Edition,264,2018,2006,,2021/08/11,"to-read, ab-current-tbr","to-read (#1105), ab-current-tbr (#304)",to-read,,,,0,,,0,,,,,
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.14,Princeton University Press,Paperback,416,1972,1949,,2021/09/08,"to-read, ab-current-tbr","to-read (#1126), ab-current-tbr (#303)",to-read,,,,0,,,0,,,,,
56769577,Fuzz: When Nature Breaks the Law,Mary Roach,"Roach, Mary",,"=""1324001933""","=""9781324001935""",0,3.89,W. W. Norton  Company,Hardcover,308,2021,2021,,2021/09/08,"to-read, ab-current-tbr","to-read (#1128), ab-current-tbr (#302)",to-read,,,,0,,,0,,,,,
36203362,Motherhood,Sheila Heti,"Heti, Sheila",,"=""1627790772""","=""9781627790772""",0,3.63,Henry Holt & Company,Hardcover,304,2018,2018,,2021/09/10,"to-read, ab-current-tbr","to-read (#1129), ab-current-tbr (#301)",to-read,,,,0,,,0,,,,,
55873262,A Passage North,Anuk Arudpragasam,"Arudpragasam, Anuk",,"=""0593230701""","=""9780593230701""",0,3.74,Hogarth Press,Hardcover,304,2021,2021,,2021/09/11,"to-read, ab-current-tbr","to-read (#1132), ab-current-tbr (#300)",to-read,,,,0,,,0,,,,,
38922230,Ghost Wall,Sarah Moss,"Moss, Sarah",,"=""1783784458""","=""9781783784455""",0,3.78,Granta Books,Hardcover,152,2018,2018,,2021/09/17,"to-read, ab-current-tbr","to-read (#1136), ab-current-tbr (#299)",to-read,,,,0,,,0,,,,,
34017047,Lady Killers: Deadly Women Throughout History,Tori Telfer,"Telfer, Tori",,"=""0062433733""","=""9780062433732""",0,3.82,Harper Perennial,Paperback,336,2017,2017,,2022/04/14,"to-read, tr-knowledge-please, tr-before-bed, ab-current-tbr","to-read (#1227), tr-knowledge-please (#6), tr-before-bed (#12), ab-current-tbr (#298)",to-read,,,,0,,,0,,,,,
693208,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,"Alexie, Sherman",Ellen Forney,"=""0316013684""","=""9780316013680""",0,4.08,"Little, Brown Books for Young Readers",Hardcover,230,2007,2007,,2022/02/10,"to-read, tr-people-knowledge-please, ab-current-tbr","to-read (#1174), tr-people-knowledge-please (#18), ab-current-tbr (#297)",to-read,,,,0,,,0,,,,,
56271366,Our National Forests: Stories from America's Most Important Public Lands,Greg M. Peters,"Peters, Greg M.",,"=""1604699639""","=""9781604699630""",0,3.99,Timber Press,Hardcover,280,2021,2021,,2022/04/02,"to-read, tr-before-bed, ab-current-tbr","to-read (#1200), tr-before-bed (#1), ab-current-tbr (#296)",to-read,,,,0,,,0,,,,,
24945325,Church of Spies: The Pope's Secret War Against Hitler,Mark Riebling,"Riebling, Mark",,"=""0465022294""","=""9780465022298""",0,4.15,Basic Books,Hardcover,375,2015,2015,,2022/02/25,"to-read, tr-knowledge-please, ab-current-tbr","to-read (#1177), tr-knowledge-please (#25), ab-current-tbr (#295)",to-read,,,,0,,,0,,,,,
56268856,Medusa,Jessie Burton,"Burton, Jessie",Olivia Lomenech Gill,"=""1547607599""","=""9781547607594""",0,4.11,Bloomsbury YA,Hardcover,224,2022,2021,,2022/03/22,"to-read, ab-current-tbr","to-read (#1191), ab-current-tbr (#294)",to-read,,,,0,,,0,,,,,
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,"Adeyemi, Tomi",,"=""1250170974""","=""9781250170972""",0,4.10,Henry Holt Company,Hardcover,544,2018,2018,,2022/04/05,"to-read, rec-to-me, tr-dissociation-vibes, ab-current-tbr","to-read (#1204), rec-to-me (#100), tr-dissociation-vibes (#15), ab-current-tbr (#293)",to-read,,,,0,,,0,,,,,
59576731,"Flying Snakes and Griffin Claws: And Other Classical Myths, Historical Oddities, and Scientific Curiosities",Adrienne Mayor,"Mayor, Adrienne",,"=""0691211183""","=""9780691211183""",0,0.0,Princeton University Press,Paperback,448,2022,,,2022/04/14,"to-read, tr-knowledge-please, tr-before-bed","to-read (#1225), tr-knowledge-please (#8), tr-before-bed (#13)",to-read,,,,0,,,0,,,,,
23395680,"Illuminae (The Illuminae Files, #1)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,"=""0553499114""","=""9780553499117""",0,4.25,Knopf Books for Young Readers,Hardcover,602,2015,2015,,2022/04/22,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1304), ab-current-tbr (#289), tr-dissociation-vibes (#75)",to-read,,,,0,,,0,,,,,
29236299,"Gemina (The Illuminae Files, #2)",Amie Kaufman,"Kaufman, Amie","Jay Kristoff, Marie Lu","=""0553499165""","=""9780553499162""",0,4.45,Alfred A. Knopf Books for Young Readers,Library Binding,659,2016,2016,,2022/04/22,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1305), ab-current-tbr (#290), tr-dissociation-vibes (#74)",to-read,,,,0,,,0,,,,,
24909347,"Obsidio (The Illuminae Files, #3)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,"=""055349919X""","=""9780553499193""",0,4.48,Knopf Books for Young Readers,Hardcover,618,2018,2018,,2022/04/22,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1306), ab-current-tbr (#291), tr-dissociation-vibes (#73)",to-read,,,,0,,,0,,,,,
34552743,The Iliac Crest,Cristina Rivera Garza,"Garza, Cristina Rivera",Sarah  Booker,"=""1936932067""","=""9781936932061""",0,3.67,Feminist Press,ebook,200,2017,2002,,2022/04/20,"to-read, rec-to-me, tr-brain-power-needed, ab-current-tbr","to-read (#1239), rec-to-me (#104), tr-brain-power-needed (#2), ab-current-tbr (#288)",to-read,,,,0,,,0,,,,,
139874,"The Story of the Stone, Volume I (The Story of the Stone, #1)",Cao Xueqin,"Xueqin, Cao",David Hawkes,"=""0140442936""","=""9780140442939""",0,4.21,Penguin Classics,Paperback,542,1974,1791,,2022/04/22,"to-read, tr-brain-power-needed, ab-acquire-n-excited-tr","to-read (#1292), tr-brain-power-needed (#46), ab-acquire-n-excited-tr (#10)",to-read,,,,0,,,0,,,,,
220859,War and Peace,Leo Tolstoy,"Tolstoy, Leo",Anthony Briggs,"=""0140447938""","=""9780140447934""",0,4.14,Penguin,Paperback,1440,2007,1869,,2022/04/22,"to-read, tr-brain-power-needed, ab-acquire-n-excited-tr","to-read (#1298), tr-brain-power-needed (#52), ab-acquire-n-excited-tr (#9)",to-read,,,,0,,,0,,,,,
23398716,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Oliver Ready, Zohar Lazar","=""0143107631""","=""9780143107637""",0,4.24,Penguin Books,Paperback,560,2015,1866,,2022/04/22,"to-read, tr-brain-power-needed, tr-brain-power-needed-philosophy, ab-acquire-n-excited-tr","to-read (#1297), tr-brain-power-needed (#51), tr-brain-power-needed-philosophy (#3), ab-acquire-n-excited-tr (#8)",to-read,,,,0,,,0,,,,,
23281612,The Bloody Chamber and Other Stories,Angela Carter,"Carter, Angela",Kelly Link,"=""0143107615""","=""9780143107613""",0,3.96,Penguin Classics Deluxe Edition,Paperback,176,2015,1979,,2020/02/09,"to-read, rec-to-me, ab-acquire-n-excited-tr","to-read (#100), rec-to-me (#62), ab-acquire-n-excited-tr (#7)",to-read,,,,0,,,0,,,,,
403642,First Love,Ivan Turgenev,"Turgenev, Ivan","Isaiah Berlin, V.S. Pritchett","=""0140443355""","=""9780140443356""",0,3.78,Penguin Classics,Paperback,107,1978,1860,,2022/04/20,"to-read, tr-brain-power-needed, ab-acquire-n-excited-tr","to-read (#1240), tr-brain-power-needed (#1), ab-acquire-n-excited-tr (#6)",to-read,,,,0,,,0,,,,,
27309882,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo",Rosamund Bartlett,"=""0198748841""","=""9780198748847""",0,4.07,Oxford University Press,Paperback,896,2016,1877,,2020/04/29,"to-read, ab-acquire-n-excited-tr","to-read (#391), ab-acquire-n-excited-tr (#5)",to-read,,,,0,,,0,,,,,
821465,The Penelopiad: The Myth of Penelope and Odysseus,Margaret Atwood,"Atwood, Margaret",,"=""0676974252""","=""9780676974256""",0,3.71,Vintage Canada,Paperback,216,2006,2005,,2020/05/02,to-read,to-read (#439),to-read,,,,0,,,0,,,,,
20058869,Fledgling,Octavia E. Butler,"Butler, Octavia E.",,"=""""","=""""",0,3.86,Headline,Kindle Edition,321,2014,2005,,2020/10/18,to-read,to-read (#894),to-read,,,,0,,,0,,,,,
6719051,White Noise,Don DeLillo,"DeLillo, Don",Richard Powers,"=""0143105981""","=""9780143105985""",0,3.87,Penguin Classics,Paperback,310,2009,1984,,2020/04/29,to-read,to-read (#408),to-read,,,,0,,,0,,,,,
36681252,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",0,4.02,Mariner Books,Kindle Edition,307,2011,1977,,2020/04/09,"to-read, ab-current-tbr","to-read (#321), ab-current-tbr (#79)",to-read,,,,0,,,0,,,,,
11872850,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0547572484""","=""9780547572482""",0,3.61,Mariner Books,Paperback,274,2012,1962,,2020/04/30,to-read,to-read (#422),to-read,,,,0,,,0,,,,,
17624191,Collected Ghost Stories,M.R. James,"James, M.R.",Darryl   Jones,"=""0199674892""","=""9780199674893""",0,4.14,"Oxford University Press, USA",Paperback,528,2013,1931,,2020/04/29,to-read,to-read (#394),to-read,,,,0,,,0,,,,,
6569735,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",0,3.94,Broadway Books,Kindle Edition,370,2009,2009,,2020/02/09,"to-read, tr-emotional-damage-expected, ab-current-tbr","to-read (#54), tr-emotional-damage-expected (#21), ab-current-tbr (#125)",to-read,,,,0,,,0,,,,,
52588603,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",Ronan Farrow,"Farrow, Ronan",,"=""0316486647""","=""9780316486644""",0,4.41,Back Bay Books,Paperback,480,2020,2019,,2020/06/30,"to-read, ab-current-tbr","to-read (#632), ab-current-tbr (#286)",to-read,,,,0,,,0,,,,,
45536,On the Road,Jack Kerouac,"Kerouac, Jack",Ann Charters,"=""0142437255""","=""9780142437254""",0,3.62,Penguin Classics,Paperback,307,2006,1957,,2020/04/29,to-read,to-read (#373),to-read,,,,0,,,0,,,,,
11220,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",Robert Faggen,"=""0141181222""","=""9780141181226""",0,4.20,Penguin Books,Paperback,281,2003,1962,,2020/02/09,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
44245233,The Great God Pan and Other Horror Stories,Arthur Machen,"Machen, Arthur",Aaron Worth,"=""0198805101""","=""9780198805106""",0,3.91,"Oxford University Press, USA",Paperback,432,2020,2018,,2020/04/29,to-read,to-read (#392),to-read,,,,0,,,0,,,,,
566328,The Betrothed,Alessandro Manzoni,"Manzoni, Alessandro",Bruce Penman,"=""""","=""9780140442748""",0,3.85,Penguin Classics,Paperback,720,1983,1827,,2021/01/27,to-read,to-read (#965),to-read,,,,0,,,0,,,,,
11955654,Embassytown,China Miéville,"Miéville, China",,"=""033053307X""","=""9780330533072""",0,3.89,Pan Books,Paperback,405,2012,2011,,2020/03/16,to-read,to-read (#295),to-read,,,,0,,,0,,,,,
40534006,Lud-in-the-Mist,Hope Mirrlees,"Mirrlees, Hope",,"=""1473225566""","=""9781473225565""",0,3.87,Orion Publishing Co,Paperback,288,2018,1926,,2021/06/19,"to-read, ab-acquire-n-excited-tr","to-read (#1049), ab-acquire-n-excited-tr (#4)",to-read,,,,0,,,0,,,,,
1739971,The Progress of Love,Alice Munro,"Munro, Alice",,"=""0099741318""","=""9780099741312""",0,4.11,Vintage (Random House),Paperback,309,1996,1986,,2020/04/13,"to-read, rec-to-me, ab-current-tbr","to-read (#329), rec-to-me (#24), ab-current-tbr (#86)",to-read,,,,0,,,0,,,,,
1055176,The Tale of Genji,Murasaki Shikibu,"Shikibu, Murasaki",Edward G. Seidensticker,"=""0679417389""","=""9780679417385""",0,3.73,Alfred A. Knopf,Hardcover,1224,1993,1001,,2020/04/29,"to-read, ab-acquire-n-excited-tr","to-read (#407), ab-acquire-n-excited-tr (#3)",to-read,,,,0,,,0,,,,,
51031906,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",0,3.72,Grove Press,Kindle Edition,176,2019,2016,,2020/05/12,to-read,to-read (#488),to-read,,,,0,,,0,,,,,
27309865,Victorian Fairy Tales,Michael     Newton,"Newton, Michael",,"=""0198737599""","=""9780198737599""",0,3.97,Oxford University Press,Paperback,444,2016,2014,,2020/04/29,to-read,to-read (#395),to-read,,,,0,,,0,,,,,
12986731,A Grain of Wheat,Ngũgĩ wa Thiong'o,"Thiong'o, Ngũgĩ wa",Abdulrazak Gurnah,"=""0143106767""","=""9780143106760""",0,3.87,Penguin Classics,Paperback,272,2012,1967,,2020/08/08,to-read,to-read (#746),to-read,,,,0,,,0,,,,,
23548140,Morvern Callar,Alan Warner,"Warner, Alan",,"=""1784870102""","=""9781784870102""",0,3.69,Vintage Classics,Paperback,224,2015,1995,,2020/10/04,"to-read, rec-to-me, ab-acquire-n-excited-tr, tr-emotional-damage-expected","to-read (#865), rec-to-me (#73), ab-acquire-n-excited-tr (#2), tr-emotional-damage-expected (#42)",to-read,,,,0,,,0,,,,,
6218267,Twenty Thousand Leagues Under the Seas,Jules Verne,"Verne, Jules",William Butcher,"=""0199539278""","=""9780199539277""",0,3.89,Oxford University Press,Paperback,445,2009,1870,,2020/04/29,"to-read, ab-acquire-n-excited-tr","to-read (#389), ab-acquire-n-excited-tr (#1)",to-read,,,,0,,,0,,,,,
54254630,Season of Migration to the North,Tayeb Salih,"Salih, Tayeb",الطيب صالح,"=""0141187204""","=""9780141187204""",0,3.71,Penguin Classics,Paperback,169,2003,1966,,2020/04/11,to-read,to-read (#325),to-read,,,,0,,,0,,,,,
26261738,Summer,Edith Wharton,"Wharton, Edith",Laura Rattray,"=""0198709986""","=""9780198709985""",0,3.67,Oxford University Press,Paperback,208,2015,1917,,2020/08/08,to-read,to-read (#742),to-read,,,,0,,,0,,,,,
49203999,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.62,Gollancz,Kindle Edition,1088,2020,2020,,2020/11/11,to-read,to-read (#919),to-read,,,,0,,,0,,,,,
11203858,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.64,Gollancz,Kindle Edition,1009,2010,2010,,2020/03/30,"to-read, ab-current-tbr","to-read (#312), ab-current-tbr (#40)",to-read,,,,0,,,0,,,,,
41738391,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",,"=""0141182539""","=""9780141182537""",0,3.88,Penguin Classics,Paperback,331,2015,1955,,2020/02/12,"to-read, ab-current-tbr","to-read (#219), ab-current-tbr (#167)",to-read,,,,0,,,0,,,,,
33986506,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,4.14,Penguin Modern Classics,Paperback,256,2012,1962,,2020/04/09,to-read,to-read (#318),to-read,,,,0,,,0,,,,,
13006555,Dance Dance Dance,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",0,4.05,Vintage Digital,Kindle Edition,418,2011,1988,,2020/02/09,"to-read, tr-people-knowledge-please, ab-current-tbr","to-read (#17), tr-people-knowledge-please (#3), ab-current-tbr (#126)",to-read,,,,0,,,0,,,,,
168646,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0440180295""","=""9780440180296""",0,4.08,Dell,Mass Market Paperback,215,1991,1969,,2020/02/22,"to-read, ab-current-tbr","to-read (#226), ab-current-tbr (#63)",to-read,,,,0,,,0,,,,,
36529217,Mrs Dalloway,Virginia Woolf,"Woolf, Virginia",,"=""0241341116""","=""9780241341117""",0,3.79,Penguin Classics,Paperback,192,2018,1925,,2022/04/21,"ab-current-tbr, to-read","ab-current-tbr (#273), to-read (#1300)",to-read,,,,0,,,0,,,,,
17841,Foucault's Pendulum,Umberto Eco,"Eco, Umberto",William Weaver,"=""015603297X""","=""9780156032971""",0,3.91,Mariner Books,Paperback,623,2007,1988,,2020/06/20,"to-read, ab-current-tbr","to-read (#584), ab-current-tbr (#120)",to-read,,,,0,,,0,,,,,
117846,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0451452739""","=""9780451452733""",0,4.16,Roc,Paperback,297,1993,1968,,2022/04/01,"to-read, tr-dissociation-vibes, ab-current-tbr","to-read (#1199), tr-dissociation-vibes (#18), ab-current-tbr (#281)",to-read,,,,0,,,0,,,,,
21020588,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""1472214811""","=""9781472214812""",0,4.29,Headline,Paperback,295,2014,1979,,2020/02/09,"to-read, tr-emotional-damage-expected, ab-current-tbr","to-read (#36), tr-emotional-damage-expected (#13), ab-current-tbr (#102)",to-read,,,,0,,,0,,,,,
41161349,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""1538732181""","=""9781538732182""",0,4.20,Grand Central Publishing,Paperback,329,2019,1993,,2020/02/09,"to-read, tr-dissociation-vibes, ab-current-tbr","to-read (#25), tr-dissociation-vibes (#31), ab-current-tbr (#124)",to-read,,,,0,,,0,,,,,
41161350,"Parable of the Talents (Earthseed, #2)",Octavia E. Butler,"Butler, Octavia E.",,"=""153873219X""","=""9781538732199""",0,4.29,Grand Central Publishing,Paperback,448,2019,1998,,2020/08/08,"to-read, ab-current-tbr","to-read (#753), ab-current-tbr (#123)",to-read,,,,0,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,,2022/04/21,"to-read, ab-current-tbr","to-read (#1286), ab-current-tbr (#275)",to-read,,,,0,,,0,,,,,
18626839,1Q84,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""""","=""""",0,3.93,Vintage,Kindle Edition,1318,2011,2009,,2020/03/06,"to-read, ab-current-tbr","to-read (#246), ab-current-tbr (#227)",to-read,,,,0,,,0,,,,,
17308035,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",,"=""0099584352""","=""9780099584353""",0,4.03,Einaudi,Paperback,388,2012,1987,,2020/03/06,to-read,to-read (#244),to-read,,,,0,,,0,,,,,
863768,The Waves,Virginia Woolf,"Woolf, Virginia",,"=""0141182717""","=""9780141182711""",0,4.15,Penguin Books,Paperback,228,2000,1931,,2020/02/09,"to-read, ab-current-tbr","to-read (#107), ab-current-tbr (#76)",to-read,,,,0,,,0,,,,,
18521,A Room of One's Own,Virginia Woolf,"Woolf, Virginia",,"=""0141183535""","=""9780141183534""",0,4.19,Penguin Books,Paperback,112,2000,1928,,2020/02/09,"to-read, tr-brain-power-needed, ab-current-tbr","to-read (#89), tr-brain-power-needed (#27), ab-current-tbr (#81)",to-read,,,,0,,,0,,,,,
17157814,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",0,4.16,Vintage,Paperback,609,2012,1994,,2020/03/06,"to-read, ab-current-tbr","to-read (#245), ab-current-tbr (#187)",to-read,,,,0,,,0,,,,,
43419431,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",0,4.25,Ace,Kindle Edition,890,2003,1965,,2022/04/01,"to-read, tr-dissociation-vibes, ab-current-tbr","to-read (#1198), tr-dissociation-vibes (#19), ab-current-tbr (#164)",to-read,,,,0,,,0,,,,,
35457358,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,"Carr, Caleb",,"=""0525510273""","=""9780525510277""",0,4.05,Random House Trade,Paperback,498,2017,1994,,2022/04/20,"to-read, tr-emotional-damage-expected, ab-current-tbr","to-read (#1241), tr-emotional-damage-expected (#1), ab-current-tbr (#12)",to-read,,,,0,,,0,,,,,
4605,Moo,Jane Smiley,"Smiley, Jane",,"=""2743604913""","=""9782743604912""",0,3.46,Rivages,,482,1999,1995,,2020/04/13,"to-read, ab-current-tbr","to-read (#327), ab-current-tbr (#34)",to-read,,,,0,,,0,,,,,
6564051,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",0,4.14,Vintage,Paperback,505,2005,2002,,2020/02/09,"to-read, tr-brain-power-needed, ab-current-tbr","to-read (#63), tr-brain-power-needed (#19), ab-current-tbr (#155)",to-read,,,,0,,,0,,,,,
20893528,Little Women,Louisa May Alcott,"Alcott, Louisa May",,"=""0147514010""","=""9780147514011""",0,4.12,Puffin Classics,Hardcover,816,2014,1868,,2013/02/05,"to-read, tr-brain-power-needed, ab-current-tbr","to-read (#884), tr-brain-power-needed (#6), ab-current-tbr (#10)",to-read,,,,1,,,0,,,,,
20893527,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",,"=""0147514002""","=""9780147514004""",0,4.28,Puffin Classics,Hardcover,427,2014,1908,,2020/05/01,"to-read, ab-current-tbr","to-read (#424), ab-current-tbr (#17)",to-read,,,,0,,,0,,,,,
4097025,The Acts of King Arthur and His Noble Knights,John Steinbeck,"Steinbeck, John","Chase Horton, Christopher Paolini","=""0143105450""","=""9780143105459""",0,3.83,Penguin Classics,Paperback,416,2008,1976,,2020/04/29,"to-read, ab-current-tbr","to-read (#404), ab-current-tbr (#144)",to-read,,,,0,,,0,,,,,
18813642,Bad Feminist,Roxane Gay,"Gay, Roxane",,"=""0062282719""","=""9780062282712""",0,3.94,Harper Perennial,Paperback,320,2014,2014,,2020/05/04,"to-read, ab-current-tbr","to-read (#448), ab-current-tbr (#137)",to-read,,,,0,,,0,,,,,
57281746,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.17,William Morrow,Kindle Edition,400,2009,1996,,2020/02/09,"to-read, tr-dissociation-vibes, ab-current-tbr","to-read (#20), tr-dissociation-vibes (#27), ab-current-tbr (#146)",to-read,,,,0,,,0,,,,,
6097267,The Age of Innocence,Edith Wharton,"Wharton, Edith",Stephen Orgel,"=""0199540012""","=""9780199540013""",0,3.96,Oxford University Press,Paperback,278,2008,1920,,2020/02/23,"to-read, ab-current-tbr","to-read (#236), ab-current-tbr (#169)",to-read,,,,0,,,0,,,,,
10336249,The English Patient,Michael Ondaatje,"Ondaatje, Michael",,"=""""","=""""",0,3.87,Vintage,Kindle Edition,337,2011,1992,,2020/05/08,"to-read, ab-current-tbr","to-read (#480), ab-current-tbr (#277)",to-read,,,,0,,,0,,,,,
17878613,The Dinner,Herman Koch,"Koch, Herman",,"=""""","=""""",0,3.23,Hogarth,Paperback,310,2013,2009,,2020/02/09,"to-read, tr-emotional-damage-expected, ab-current-tbr","to-read (#33), tr-emotional-damage-expected (#12), ab-current-tbr (#122)",to-read,,,,0,,,0,,,,,
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.30,New York Review Books,Paperback,278,2006,1965,,2020/02/09,"to-read, tr-people-knowledge-please, tr-brain-power-needed, ab-current-tbr","to-read (#46), tr-people-knowledge-please (#6), tr-brain-power-needed (#15), ab-current-tbr (#70)",to-read,,,,0,,,0,,,,,
9648,Keep the Aspidistra Flying,George Orwell,"Orwell, George",,"=""0141183721""","=""9780141183725""",0,3.90,Penguin Books Ltd,Paperback,277,2000,1936,,2020/03/12,"to-read, ab-current-tbr","to-read (#291), ab-current-tbr (#62)",to-read,,,,0,,,0,,,,,
50892366,Something That May Shock and Discredit You,Daniel M. Lavery,"Lavery, Daniel M.",Daniel Mallory Ortberg,"=""1982105224""","=""9781982105228""",0,3.85,Atria Books,Paperback,238,2020,2020,,2022/04/14,"to-read, tr-emotional-damage-expected, ab-current-tbr","to-read (#1213), tr-emotional-damage-expected (#5), ab-current-tbr (#214)",to-read,,,,0,,,0,,,,,
57281460,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.09,William Morrow,Kindle Edition,368,2009,1998,,2020/02/09,"to-read, tr-dissociation-vibes, ab-current-tbr","to-read (#40), tr-dissociation-vibes (#36), ab-current-tbr (#147)",to-read,,,,0,,,0,,,,,
578463,Cold Comfort Farm,Stella Gibbons,"Gibbons, Stella",Lynne Truss,"=""0141441593""","=""9780141441597""",0,3.89,Penguin Classics,Paperback,233,2006,1932,,2020/02/09,"to-read, tr-people-knowledge-please, ab-current-tbr","to-read (#77), tr-people-knowledge-please (#17), ab-current-tbr (#176)",to-read,,,,0,,,0,,,,,
36863722,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0241341469""","=""9780241341469""",0,3.93,Penguin Classics,Paperback,160,2018,1925,,2020/02/22,"to-read, ab-current-tbr","to-read (#224), ab-current-tbr (#173)",to-read,,,,0,,,0,,,,,
7445392,Nocturnes: Five Stories of Music and Nightfall,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0307455785""","=""9780307455789""",0,3.50,Vintage International,Paperback,229,2010,2009,,2020/02/09,"to-read, tr-brain-power-needed, tr-people-knowledge-please, ab-current-tbr","to-read (#81), tr-brain-power-needed (#24), tr-people-knowledge-please (#15), ab-current-tbr (#89)",to-read,,,,0,,,0,,,,,
11828537,Cat's Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.16,Dial Press,Paperback,287,2010,1963,,2020/02/09,"to-read, ab-current-tbr","to-read (#112), ab-current-tbr (#128)",to-read,,,,0,,,0,,,,,
3327199,After Dark,Haruki Murakami,"Murakami, Haruki",,"=""0099520869""","=""9780099520863""",0,3.73,Vintage,Paperback,201,2008,2004,,2020/09/27,"to-read, ab-current-tbr","to-read (#845), ab-current-tbr (#154)",to-read,,,,0,,,0,,,,,
36739756,Ayiti,Roxane Gay,"Gay, Roxane",,"=""0802128262""","=""9780802128263""",0,4.29,Grove Press,Paperback,173,2018,2011,,2020/02/09,"to-read, tr-before-bed, ab-current-tbr","to-read (#27), tr-before-bed (#3), ab-current-tbr (#138)",to-read,,,,0,,,0,,,,,
2135793,Of Love and Other Demons,Gabriel García Márquez,"Márquez, Gabriel García",,"=""1400034922""","=""9781400034925""",0,3.98,Vintage,Paperback,147,2008,1994,,2022/04/21,"to-read, ab-current-tbr","to-read (#1257), ab-current-tbr (#31)",to-read,,,,0,,,0,,,,,
