Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
10192871,Alias Grace,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.03,Virago Press,Paperback,545,2009,1996,,2022/05/03,"to-read, rec-to-me, tr-uncomfy","to-read (#1341), rec-to-me (#111), tr-uncomfy (#4)",to-read,,,,0,,,0,,,,,
23453099,Eileen,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""1594206627""","=""9781594206627""",0,3.58,Penguin Press,Hardcover,272,2015,2015,,2022/05/03,"to-read, tr-uncomfy","to-read (#1342), tr-uncomfy (#3)",to-read,,,,0,,,0,,,,,
43448,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,"Andrews, V.C.",,"=""0743496310""","=""9780743496315""",0,3.83,Pocket Books,Paperback,389,1979,1979,,2022/05/05,"to-read, tr-uncomfy","to-read (#1343), tr-uncomfy (#2)",to-read,,,,0,,,0,,,,,
35116925,Homesick for Another World,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""1784701505""","=""9781784701505""",0,3.70,Vintage,Paperback,294,2018,2017,,2022/05/06,"to-read, tr-uncomfy","to-read (#1344), tr-uncomfy (#1)",to-read,,,,0,,,0,,,,,
14800993,Dracula,Bram Stoker,"Stoker, Bram",,"=""0141199334""","=""9780141199337""",0,4.01,Penguin Books,Paperback,445,2012,1897,,2020/02/09,"rec-to-me, ab-current-tbr, currently-reading","rec-to-me (#66), ab-current-tbr (#264), currently-reading (#9)",currently-reading,,,,1,,,0,,,,,
20493713,Good Omens,Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""1473200857""","=""9781473200852""",0,4.25,Gollancz,Hardcover,424,2014,1990,,2022/04/21,"currently-reading, rec-to-me","currently-reading (#8), rec-to-me (#112)",currently-reading,,,,1,,,0,,,,,
56769614,Poison for Breakfast,Lemony Snicket,"Snicket, Lemony",,"=""1324090626""","=""9781324090625""",0,3.89,Liveright,Hardcover,158,2021,2021,2022/05/04,2021/12/29,,,read,,,,1,,,0,,,,,
13299723,"Time Regained (In Search of Lost Time, #7)",Marcel Proust,"Proust, Marcel","Andreas Mayor, Terence Kilmartin, D.J. Enright","=""0375753125""","=""9780375753121""",0,4.50,Modern Library Classics,Paperback,784,1999,1927,,2020/07/20,to-read,to-read (#680),to-read,,,,0,,,0,,,,,
35750,"Sodom and Gomorrah (In Search of Lost Time, #4)",Marcel Proust,"Proust, Marcel","C.K. Scott Moncrieff, Terence Kilmartin, D.J. Enright","=""0375753109""","=""9780375753107""",0,4.34,Modern Library Classics,Paperback,784,1999,1921,,2020/07/20,"to-read, ab-current-tbr","to-read (#682), ab-current-tbr (#576)",to-read,,,,0,,,0,,,,,
18795,"The Guermantes Way (In Search of Lost Time, #3)",Marcel Proust,"Proust, Marcel","C.K. Scott Moncrieff, Terence Kilmartin, D.J. Enright","=""0375752331""","=""9780375752339""",0,4.29,The Modern Library New York,Paperback,834,1998,1920,,2020/07/20,"to-read, ab-current-tbr","to-read (#683), ab-current-tbr (#575)",to-read,,,,0,,,0,,,,,
9484,"Within a Budding Grove (In Search of Lost Time, #2)",Marcel Proust,"Proust, Marcel","C.K. Scott Moncrieff, Terence Kilmartin, D.J. Enright","=""0375752196""","=""9780375752193""",0,4.40,Modern Library,Paperback,749,1998,1913,,2020/07/20,"to-read, ab-current-tbr","to-read (#684), ab-current-tbr (#574)",to-read,,,,0,,,0,,,,,
133539,"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,"Proust, Marcel","C.K. Scott Moncrieff, Terence Kilmartin, D.J. Enright","=""0375751548""","=""9780375751547""",0,4.13,The Modern Library New York,Paperback,615,1998,1913,,2020/05/21,"to-read, rec-to-me, ab-current-tbr","to-read (#501), rec-to-me (#39), ab-current-tbr (#573)",to-read,,,,0,,,0,,,,,
41940446,Stay and Fight,Madeline Ffitch,"Ffitch, Madeline",,"=""0374719713""","=""9780374719715""",0,3.82,"Farrar, Straus and Giroux",ebook,304,2019,2019,,2022/05/03,"to-read, tr-emotional-damage-expected, tr-people-knowledge-please","to-read (#1340), tr-emotional-damage-expected (#52), tr-people-knowledge-please (#36)",to-read,,,,0,,,0,,,,,
448873,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,"Turner, Megan Whalen",,"=""0060824972""","=""9780060824976""",0,3.86,Greenwillow Books,Paperback,280,2005,1996,,2022/05/03,"to-read, tr-dissociation-vibes","to-read (#1339), tr-dissociation-vibes (#92)",to-read,,,,0,,,0,,,,,
45312622,"王様ランキング 3 [Ōsama Ranking 3] (王様ランキング, #3)",Sousuke Toka,"Toka, Sousuke",十日草輔,"=""""","=""""",0,4.68,,Kindle Edition,,2019,2019,2022/05/01,2022/05/01,,,read,,,,1,,,0,,,,,
52079748,"王様ランキング 4 [Ōsama Ranking 4] (王様ランキング, #4)",Sousuke Toka,"Toka, Sousuke",十日草輔,"=""""","=""""",0,4.55,,Kindle Edition,227,2019,,2022/05/01,2022/05/01,,,read,,,,1,,,0,,,,,
59440559,Ousama Ranking Vol. 1,Sousuke Toka,"Toka, Sousuke",Home Hero Scans,"=""""","=""""",0,4.41,,,,,,2022/05/01,2022/05/01,,,read,,,,1,,,0,,,,,
50260481,"王様ランキング 2 [Ousama Rankingu 2] (王様ランキング, #2)",Sousuke Toka,"Toka, Sousuke",十日草輔,"=""4047355186""","=""9784047355187""",0,4.66,Kadokawa,Paperback,216,2019,,2022/05/01,2022/05/01,,,read,,,,1,,,0,,,,,
51977141,"王様ランキング 5 [Ōsama Ranking 5] (王様ランキング, #5)",Sousuke Toka,"Toka, Sousuke",十日草輔,"=""""","=""""",0,4.48,,Kindle Edition,219,2019,,2022/05/01,2022/05/01,,,read,,,,1,,,0,,,,,
54170059,"王様ランキング 7 [Ōsama Ranking 7] (王様ランキング, #7)",Sousuke Toka,"Toka, Sousuke",十日草輔,"=""4047358541""","=""9784047358546""",0,4.36,Kadokawa,Paperback,216,2020,2020,,2022/05/01,"to-read, tr-graphic-novels","to-read (#1338), tr-graphic-novels (#8)",to-read,,,,0,,,0,,,,,
50260543,"王様ランキング 6 [Ousama Rankingu 6] (王様ランキング, #6)",Sousuke Toka,"Toka, Sousuke",十日草輔,"=""404735807X""","=""9784047358072""",0,4.50,Kadokawa,Paperback,216,2019,,,2022/05/01,"to-read, tr-graphic-novels","to-read (#1337), tr-graphic-novels (#7)",to-read,,,,0,,,0,,,,,
32856010,"Delicious in Dungeon, Vol. 1",Ryoko Kui,"Kui, Ryoko",Sébastien Ludmann,"=""0316471852""","=""9780316471855""",0,4.14,Yen Press,Paperback,192,2017,2015,,2022/05/01,"to-read, tr-graphic-novels","to-read (#1336), tr-graphic-novels (#6)",to-read,,,,0,,,0,,,,,
56898051,"The Way of the Househusband, Vol. 6",Kousuke Oono,"Oono, Kousuke",,"=""1974724611""","=""9781974724611""",0,4.42,VIZ Media LLC,Paperback,168,2021,2020,2022/05/01,2022/04/20,,,read,,,,1,,,0,,,,,
55711478,"The Way of the Househusband, Vol. 5",Kousuke Oono,"Oono, Kousuke",,"=""1974721779""","=""9781974721771""",0,4.31,VIZ Media LLC,Paperback,168,2021,2020,2022/05/01,2022/04/20,,,read,,,,1,,,0,,,,,
55842786,Bolla,Pajtim Statovci,"Statovci, Pajtim",David Hackston,"=""1524749206""","=""9781524749200""",0,3.99,Pantheon Books,Hardcover,240,2021,2019,,2022/05/01,"to-read, tr-emotional-damage-expected, tr-people-knowledge-please","to-read (#1335), tr-emotional-damage-expected (#51), tr-people-knowledge-please (#35)",to-read,,,,0,,,0,,,,,
761935,Operators and Things: The Inner Life of a Schizophrenic,Barbara  O'Brien,"O'Brien, Barbara",,"=""0498016641""","=""9780498016646""",0,4.14,A. S. Barnes,Hardcover,166,1975,1958,,2022/05/01,"to-read, tr-people-knowledge-please","to-read (#1334), tr-people-knowledge-please (#34)",to-read,,,,0,,,0,,,,,
42769202,"Starsight (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217903""","=""9781473217904""",0,4.41,Orion Publishing Co,Paperback,461,2019,2019,,2022/04/22,"to-read, tr-dissociation-vibes","to-read (#1301), tr-dissociation-vibes (#91)",to-read,,,,0,,,0,,,,,
43606157,"Cytonic (Skyward, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217938""","=""9781473217935""",0,4.13,Gollancz,Hardcover,432,2021,2021,,2022/04/22,"to-read, tr-dissociation-vibes","to-read (#1302), tr-dissociation-vibes (#90)",to-read,,,,0,,,0,,,,,
35036409,My Brilliant Friend (The Neapolitan Novels #1),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,3.99,Penguin Random House ,Paperback,331,2012,2011,,2022/04/22,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1303), ab-current-tbr (#287), tr-dissociation-vibes (#89)",to-read,,,,0,,,0,,,,,
10882679,The Turn of the Screw,Henry James,"James, Henry",David Bromwich,"=""0141441356""","=""9780141441351""",0,3.41,Penguin Books,Paperback,134,2011,1898,,2022/04/22,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1308), ab-current-tbr (#292), tr-dissociation-vibes (#88)",to-read,,,,0,,,0,,,,,
56802275,Elena Knows,Claudia Piñeiro,"Piñeiro, Claudia",Frances Riddle,"=""1999368436""","=""9781999368432""",0,4.03,Charco Press,Paperback,143,2021,2007,,2022/04/23,"to-read, ab-current-tbr, tr-people-knowledge-please","to-read (#1310), ab-current-tbr (#354), tr-people-knowledge-please (#33)",to-read,,,,0,,,0,,,,,
53317528,The Copenhagen Trilogy: Childhood / Youth / Dependency,Tove Ditlevsen,"Ditlevsen, Tove","Tiina Nunnally, Michael Favala Goldman","=""0374602395""","=""9780374602390""",0,4.35,"Farrar, Straus and Giroux",Hardcover,384,2021,1967,,2022/04/22,"to-read, ab-current-tbr, tr-people-knowledge-please","to-read (#1309), ab-current-tbr (#310), tr-people-knowledge-please (#32)",to-read,,,,0,,,0,,,,,
53780642,The Employees,Olga Ravn,"Ravn, Olga",Martin Aitken,"=""""","=""9781999992880""",0,3.79,Lolli Editions,Paperback,136,2020,2018,,2022/04/23,"to-read, tr-people-knowledge-please","to-read (#1311), tr-people-knowledge-please (#31)",to-read,,,,0,,,0,,,,,
53492649,In Memory of Memory,Maria Stepanova,"Stepanova, Maria",Sasha Dugdale,"=""0811228835""","=""9780811228831""",0,3.90,New Directions,Paperback,432,2021,2017,,2022/04/23,"to-read, tr-emotional-damage-expected, tr-people-knowledge-please","to-read (#1313), tr-emotional-damage-expected (#44), tr-people-knowledge-please (#30)",to-read,,,,0,,,0,,,,,
56927764,Heaven,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1509898247""","=""9781509898244""",0,3.84,Picador,Paperback,167,2021,2009,,2022/04/23,"to-read, tr-emotional-damage-expected, ab-current-tbr, tr-people-knowledge-please","to-read (#1314), tr-emotional-damage-expected (#45), ab-current-tbr (#353), tr-people-knowledge-please (#29)",to-read,,,,0,,,0,,,,,
11026,Barnaby Rudge,Charles Dickens,"Dickens, Charles","John Bowen, Hablot Knight Browne","=""0140437282""","=""9780140437287""",0,3.82,Penguin Books,Paperback,744,2003,1841,,2022/04/26,"to-read, ab-current-tbr, tr-people-knowledge-please","to-read (#1315), ab-current-tbr (#350), tr-people-knowledge-please (#28)",to-read,,,,0,,,0,,,,,
22552474,"All You Need is Kill, Vol. 1",Ryōsuke Takeuchi,"Takeuchi, Ryōsuke","Takeshi Obata, Yoshitoshi Abe, Hiroshi Sakurazaka","=""""","=""""",0,4.15,VIZ Media: SHONEN JUMP ADVANCED,Kindle Edition,216,2014,2014,,2022/04/26,"to-read, ab-current-tbr, rec-to-me, tr-emotional-damage-expected","to-read (#1316), ab-current-tbr (#351), rec-to-me (#108), tr-emotional-damage-expected (#50)",to-read,,,,0,,,0,,,,,
22552475,"All You Need is Kill, Vol. 2",Ryōsuke Takeuchi,"Takeuchi, Ryōsuke","Takeshi Obata, Yoshitoshi Abe, Hiroshi Sakurazaka","=""""","=""""",0,4.14,VIZ Media: SHONEN JUMP ADVANCED,Kindle Edition,217,2014,2014,,2022/04/26,"to-read, ab-current-tbr, rec-to-me, tr-emotional-damage-expected","to-read (#1317), ab-current-tbr (#352), rec-to-me (#109), tr-emotional-damage-expected (#49)",to-read,,,,0,,,0,,,,,
23909755,"City of Blades (The Divine Cities, #2)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""0553419714""","=""9780553419719""",0,4.21,Broadway Books,Paperback,484,2016,2016,,2022/04/26,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1318), ab-current-tbr (#376), tr-dissociation-vibes (#87)",to-read,,,,0,,,0,,,,,
31522139,"City of Miracles (The Divine Cities, #3)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""0553419730""","=""9780553419733""",0,4.42,Broadway Books,Paperback,451,2017,2017,,2022/04/26,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1319), ab-current-tbr (#377), tr-dissociation-vibes (#86)",to-read,,,,0,,,0,,,,,
17465515,The Story of a New Name (The Neapolitan Novels #2),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,4.41,Europa Editions,Paperback,471,2013,2012,,2022/04/26,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1320), ab-current-tbr (#507), tr-dissociation-vibes (#85)",to-read,,,,0,,,0,,,,,
23156040,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609452232""","=""9781609452230""",0,4.32,Europa Editions,Paperback,418,2014,2013,,2022/04/26,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1321), ab-current-tbr (#508), tr-dissociation-vibes (#84)",to-read,,,,0,,,0,,,,,
25242224,The Story of the Lost Child (The Neapolitan Novels #4),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609452860""","=""9781609452865""",0,4.41,Europa Editions,Paperback,473,2015,2014,,2022/04/26,"to-read, ab-current-tbr, tr-dissociation-vibes","to-read (#1322), ab-current-tbr (#509), tr-dissociation-vibes (#83)",to-read,,,,0,,,0,,,,,
43304110,Fluency Made Easy,Ikenna D. Obi,"Obi, Ikenna D.",,"=""""","=""""",0,3.70,,ebook,79,,,,2022/04/26,"to-read, ab-current-tbr, tr-knowledge-please","to-read (#1323), ab-current-tbr (#553), tr-knowledge-please (#37)",to-read,,,,0,,,0,,,,,
109156,Molecular Gastronomy: Exploring the Science of Flavor,Hervé This,"This, Hervé",Malcolm DeBevoise,"=""023113312X""","=""9780231133128""",0,3.86,Columbia University Press,Hardcover,392,2006,2003,,2022/04/28,"to-read, rec-to-me, tr-knowledge-please","to-read (#1327), rec-to-me (#110), tr-knowledge-please (#36)",to-read,,,,0,,,0,,,,,
42306076,The Murmur of Bees,Sofía Segovia,"Segovia, Sofía",Simon Bruni,"=""""","=""""",0,4.25,Amazon Crossing,Kindle Edition,471,2019,2015,,2022/04/29,"to-read, tr-dissociation-vibes","to-read (#1333), tr-dissociation-vibes (#82)",to-read,,,,0,,,0,,,,,
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,4.08,Ballantine Books,Hardcover,369,2021,2021,,2022/04/29,"to-read, tr-dissociation-vibes","to-read (#1332), tr-dissociation-vibes (#81)",to-read,,,,0,,,0,,,,,
34964938,The Coincidence Makers,Yoav Blum,"Blum, Yoav",,"=""1250146119""","=""9781250146113""",0,3.87,St. Martin's Press,Hardcover,291,2018,2011,,2022/04/29,"to-read, tr-dissociation-vibes","to-read (#1331), tr-dissociation-vibes (#80)",to-read,,,,0,,,0,,,,,
11690,Istanbul: Memories and the City,Orhan Pamuk,"Pamuk, Orhan",Maureen Freely,"=""1400033888""","=""9781400033881""",0,3.81,Vintage International,Paperback,356,2006,2003,,2022/04/29,"to-read, tr-people-knowledge-please","to-read (#1330), tr-people-knowledge-please (#27)",to-read,,,,0,,,0,,,,,
13119746,The Hour of the Star,Clarice Lispector,"Lispector, Clarice","Benjamin Moser, Colm Tóibín","=""0811219496""","=""9780811219495""",0,4.05,New Directions,Paperback,128,2011,1977,,2020/07/16,to-read,to-read (#663),to-read,,,,0,,,0,,,,,
51151753,Ex Libris: 100+ Books to Read and Reread,Michiko Kakutani,"Kakutani, Michiko",Dana Tanamachi,"=""0525574972""","=""9780525574972""",0,3.61,Clarkson Potter Publishers,Hardcover,304,2020,2020,,2022/04/29,"to-read, tr-before-bed, tr-knowledge-please","to-read (#1329), tr-before-bed (#17), tr-knowledge-please (#35)",to-read,,,,0,,,0,,,,,
6217,"Kristin Lavransdatter (Kristin Lavransdatter, #1-3)",Sigrid Undset,"Undset, Sigrid","Tiina Nunnally, Brad Leithauser","=""0143039164""","=""9780143039167""",0,4.29,Penguin Books,Paperback,1144,2022,1920,,2022/04/29,"to-read, tr-brain-power-needed, tr-dissociation-vibes","to-read (#1328), tr-brain-power-needed (#56), tr-dissociation-vibes (#79)",to-read,,,,0,,,0,,,,,
44414927,"Fortuna Sworn (Fortuna Sworn, #1)",K.J. Sutton,"Sutton, K.J.",,"=""0578489678""","=""9780578489674""",0,3.66,"Once Upon a Time Books, LLC",Paperback,316,2019,2019,,2022/04/27,"to-read, tr-dissociation-vibes, tr-emotional-damage-expected","to-read (#1326), tr-dissociation-vibes (#78), tr-emotional-damage-expected (#48)",to-read,,,,0,,,0,,,,,
673656,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",,"=""0553379267""","=""9780553379266""",0,3.98,Bantam Spectra,Paperback,338,1997,1959,,2020/02/09,"tr-dissociation-vibes, currently-reading","tr-dissociation-vibes (#55), currently-reading (#7)",currently-reading,,,,1,,,0,,,,,
41015348,You Play the Girl: And Other Vexing Stories That Tell Women Who They Are,Carina Chocano,"Chocano, Carina",,"=""""","=""""",0,3.89,Mariner Books,Kindle Edition,306,2017,2017,,2020/02/12,"to-read, tr-brain-power-needed-work-related, ab-current-tbr","to-read (#177), tr-brain-power-needed-work-related (#31), ab-current-tbr (#592)",to-read,,,,0,,,0,,,,,
50403419,You Will Be Safe Here,Damian Barr,"Barr, Damian",,"=""1408886057""","=""9781408886052""",0,4.05,Bloomsbury Publishing,Paperback,352,2020,2019,,2020/08/12,"to-read, ab-current-tbr","to-read (#766), ab-current-tbr (#591)",to-read,,,,0,,,0,,,,,
48727813,"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,"Parker-Chan, Shelley",,"=""""","=""""",0,3.95,Tor Books,Kindle Edition,416,2021,2021,,2021/06/06,"to-read, ab-current-tbr","to-read (#1027), ab-current-tbr (#590)",to-read,,,,0,,,0,,,,,
55927228,Scoff: A History of Food and Class in Britain,Pen Vogler,"Vogler, Pen",,"=""""","=""""",0,3.77,,Kindle Edition,,2020,,,2020/11/04,"to-read, ab-current-tbr","to-read (#915), ab-current-tbr (#589)",to-read,,,,0,,,0,,,,,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre","Alexandre Dumas, Robin Buss","=""0140449264""","=""9780140449266""",0,4.27,Penguin Classics,Paperback,1276,2003,1844,,2020/02/09,"to-read, ab-current-tbr","to-read (#115), ab-current-tbr (#588)",to-read,,,,0,,,0,,,,,
243705,The Collector,John Fowles,"Fowles, John",,"=""""","=""""",0,3.99,Vintage,Paperback,283,1998,1963,,2021/02/22,currently-reading,currently-reading (#6),currently-reading,,,,1,,,0,,,,,
164695,Russian Fairy Tales,Alexander Afanasyev,"Afanasyev, Alexander","Norbert Guterman, Alexander Alexeieff, Roman Jakobson","=""0394730909""","=""9780394730905""",0,4.18,Pantheon,Paperback,663,1976,1855,,2022/04/21,"to-read, ab-current-tbr, tr-before-bed","to-read (#1263), ab-current-tbr (#49), tr-before-bed (#16)",to-read,,,,0,,,0,,,,,
37570595,Friday Black,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""1328911241""","=""9781328911247""",0,4.07,Mariner Books,Paperback,194,2018,2018,,2020/06/20,"to-read, ab-current-tbr, tr-people-knowledge-please","to-read (#591), ab-current-tbr (#349), tr-people-knowledge-please (#26)",to-read,,,,0,,,0,,,,,
52761023,Against the Loveless World,Susan Abulhawa,"Abulhawa, Susan",,"=""1982137037""","=""9781982137038""",0,4.42,Atria Books,Hardcover,384,2020,2019,,2020/10/12,"to-read, ab-current-tbr, tr-dissociation-vibes, tr-people-knowledge-please","to-read (#879), ab-current-tbr (#26), tr-dissociation-vibes (#77), tr-people-knowledge-please (#25)",to-read,,,,0,,,0,,,,,
37785879,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0007189885""","=""9780007189885""",0,4.18,4th Estate,Paperback,307,2017,2003,,2020/06/08,"to-read, ab-current-tbr, tr-emotional-damage-expected, tr-people-knowledge-please","to-read (#558), ab-current-tbr (#357), tr-emotional-damage-expected (#46), tr-people-knowledge-please (#24)",to-read,,,,0,,,0,,,,,
576650,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0007200285""","=""9780007200283""",0,4.32,Harper Perennial,Paperback,448,2007,2006,,2020/06/08,"to-read, ab-current-tbr, tr-emotional-damage-expected, tr-people-knowledge-please","to-read (#557), ab-current-tbr (#356), tr-emotional-damage-expected (#47), tr-people-knowledge-please (#23)",to-read,,,,0,,,0,,,,,
35451545,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""000735634X""","=""9780007356348""",0,4.31,Fourth Estate,Paperback,477,2017,2013,,2020/08/25,"to-read, ab-current-tbr, tr-people-knowledge-please","to-read (#793), ab-current-tbr (#140), tr-people-knowledge-please (#22)",to-read,,,,0,,,0,,,,,
43512333,African American Folktales,Roger D. Abrahams,"Abrahams, Roger D.",,"=""0375705392""","=""9780375705397""",0,3.94,Pantheon,Paperback,352,1999,1985,,2022/04/21,"to-read, ab-current-tbr, tr-before-bed","to-read (#1272), ab-current-tbr (#58), tr-before-bed (#15)",to-read,,,,0,,,0,,,,,
43512291,African Folktales,Roger D. Abrahams,"Abrahams, Roger D.",,"=""0394721179""","=""9780394721170""",0,3.76,Pantheon,Paperback,384,1983,1983,,2022/04/21,"to-read, ab-current-tbr, tr-before-bed","to-read (#1269), ab-current-tbr (#55), tr-before-bed (#14)",to-read,,,,0,,,0,,,,,
44283411,Heaven Official’s Blessing [天官赐福],墨香铜臭,"墨香铜臭, 墨香铜臭",Mò Xiāng Tóng Xiù,"=""""","=""""",0,4.73,,Webnovel,1408,2018,2017,,2020/10/11,"to-read, tr-dissociation-vibes, ab-current-tbr","to-read (#1085), tr-dissociation-vibes (#56), ab-current-tbr (#587)",to-read,,,,0,,,0,,,,,
42190679,Grandmaster of Demonic Cultivation,墨香铜臭,"墨香铜臭, 墨香铜臭",,"=""""","=""""",0,4.62,jjwxc,Web novel,1078,,2015,,2020/10/11,"to-read, ab-current-tbr","to-read (#878), ab-current-tbr (#586)",to-read,,,,0,,,0,,,,,
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",0,4.15,Penguin Books,Paperback,184,2005,1985,,2020/02/12,"tr-brain-power-needed-work-related, currently-reading, ab-current-tbr","tr-brain-power-needed-work-related (#24), currently-reading (#3), ab-current-tbr (#585)",currently-reading,,,,1,,,0,,,,,
1933444,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",Alan       Lee,"=""0007269706""","=""9780007269709""",0,4.38,HarperCollins,Paperback,576,2011,1954,,2020/03/07,"currently-reading, ab-buddy-read, ab-current-tbr","currently-reading (#2), ab-buddy-read (#2), ab-current-tbr (#584)",currently-reading,,,,1,,,0,,,,,
55673157,Omniscient Reader’s Viewpoint Volume 5,Singshong,"Singshong, Singshong",싱숑,"=""""","=""""",0,4.83,Munpia,ebook,674,2019,,,2020/10/15,"to-read, ab-current-tbr","to-read (#1252), ab-current-tbr (#583)",to-read,,,,0,,,0,,,,,
52759167,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,"=""""","=""""",0,4.48,Graywolf Press,Kindle Edition,247,2019,2019,,2020/05/12,"currently-reading, ab-current-tbr","currently-reading (#4), ab-current-tbr (#582)",currently-reading,,,,1,,,0,,,,,
56816904,The Sentence,Louise Erdrich,"Erdrich, Louise",,"=""006267112X""","=""9780062671127""",0,4.04,Harper,Hardcover,387,2021,2021,,2022/04/20,"tr-dissociation-vibes, to-read, ab-current-tbr","tr-dissociation-vibes (#6), to-read (#1254), ab-current-tbr (#581)",to-read,,,,0,,,0,,,,,
27190613,"And I Darken (The Conqueror's Saga, #1)",Kiersten White,"White, Kiersten",,"=""0553522310""","=""9780553522310""",0,3.83,Delacorte Press,Hardcover,475,2016,2016,,2022/04/05,"rec-to-me, tr-dissociation-vibes, currently-reading, ab-current-tbr","rec-to-me (#103), tr-dissociation-vibes (#12), currently-reading (#5), ab-current-tbr (#580)",currently-reading,,,,1,,,0,,,,,
20494169,"The Colour of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""1473205328""","=""9781473205321""",0,3.99,Gollancz,Hardcover,256,2014,1983,,2022/04/14,"tr-dissociation-vibes, to-read, ab-current-tbr","tr-dissociation-vibes (#9), to-read (#1253), ab-current-tbr (#579)",to-read,,,,0,,,0,,,,,
10514736,Wuthering Heights,Emily Brontë,"Brontë, Emily",,"=""1435129768""","=""9781435129764""",0,3.88,Barnes & Noble,Hardcover,328,2011,1847,,2020/02/09,"to-read, rec-to-me, ab-current-tbr","to-read (#117), rec-to-me (#78), ab-current-tbr (#578)",to-read,,,,0,,,0,,,,,
60835862,The Final Flaw,Michael R. Sullivan,"Sullivan, Michael R.",,"=""9798985929""","=""""",0,5.00,,Paperback,282,2022,2022,,2022/04/27,"to-read, rec-would-recommend, tr-dissociation-vibes","to-read (#1325), rec-would-recommend (#50), tr-dissociation-vibes (#76)",to-read,,,,0,,,0,,,,,
3007704,The Gone-Away World,Nick Harkaway,"Harkaway, Nick",,"=""0434018422""","=""9780434018420""",0,4.11,William Heinemann,Hardcover,531,2008,2008,,2020/03/16,"to-read, ab-current-tbr","to-read (#296), ab-current-tbr (#577)",to-read,,,,0,,,0,,,,,
11797128,The Phantom of the Opera,Gaston Leroux,"Leroux, Gaston","Jann Matlock, Mireille Ribiere","=""0141191503""","=""9780141191508""",0,3.96,Penguin Classics,Paperback,368,2012,1909,,2020/04/29,"to-read, rec-to-me, ab-current-tbr","to-read (#390), rec-to-me (#72), ab-current-tbr (#572)",to-read,,,,0,,,0,,,,,
6900710,The Long Ships,Frans G. Bengtsson,"Bengtsson, Frans G.","Michael Chabon, Michael   Meyer","=""1590173465""","=""9781590173466""",0,4.25,New York Review Books,Paperback,503,2010,1954,,2021/06/20,"to-read, ab-current-tbr","to-read (#1050), ab-current-tbr (#571)",to-read,,,,0,,,0,,,,,
530773,Corregidora,Gayl Jones,"Jones, Gayl",,"=""""","=""""",0,3.94,Beacon Press,Paperback,185,1987,1975,,2020/04/15,"to-read, ab-current-tbr","to-read (#347), ab-current-tbr (#570)",to-read,,,,0,,,0,,,,,
